Date,High,Low,Volume
2013-07-12,307.549988,298.50,4539300
2013-07-11,300.690002,292.100006,4007300
2013-07-10,293.339996,289.399994,1810200
2013-07-09,292.570007,288.01001,2775600
2013-07-08,291.670013,286.140015,3046700
2013-07-05,286.380005,282.070007,1985400
2013-07-03,285.399994,282.00,1373000
2013-07-02,286.579987,280.589996,3238200
2013-07-01,283.290009,277.160004,2888200
2013-06-28,279.829987,276.190002,3193300
2013-06-27,280.200012,274.540009,2519500
2013-06-26,277.980011,273.50,3029500
2013-06-25,273.470001,269.00,2449600
2013-06-24,273.160004,265.00,3863800
2013-06-21,275.839996,269.790009,4201000
2013-06-20,278.600006,272.390015,2984000
2013-06-19,283.339996,277.869995,2827500
2013-06-18,282.910004,278.109985,2146100
2013-06-17,280.200012,275.649994,2884000
2013-06-14,277.070007,273.440002,2150800
2013-06-13,276.799988,270.290009,2649800
2013-06-12,276.799988,270.450012,2238900
2013-06-11,278.410004,274.23999,3097800
2013-06-10,282.470001,275.23999,3086500
2013-06-07,280.100006,269.130005,4632600
2013-06-06,270.50,264.209991,2476300
2013-06-05,271.660004,265.019989,3512300
2013-06-04,268.880005,263.019989,2088600
2013-06-03,269.109985,262.950012,2543900
2013-05-31,271.910004,265.940002,3374300
2013-05-30,268.570007,265.609985,1667500
2013-05-29,268.25,264.839996,1903400
2013-05-28,271.100006,266.00,3471000
2013-05-24,261.929993,258.339996,1696300
2013-05-23,263.170013,259.589996,2000300
2013-05-22,267.589996,260.799988,3332000
2013-05-21,270.769989,267.660004,1741200
2013-05-20,271.790009,266.50,2209000
2013-05-17,269.980011,265.00,2527300
2013-05-16,268.429993,263.850006,1643500
2013-05-15,269.049988,264.559998,2720500
2013-05-14,269.399994,264.029999,2700000
2013-05-13,265.880005,262.00,2149500
2013-05-10,263.649994,260.209991,3145300
2013-05-09,263.549988,256.880005,2769300
2013-05-08,260.299988,255.330002,2677000
2013-05-07,259.73999,252.910004,3133700
2013-05-06,259.50,253.419998,2347800
2013-05-03,259.25,254.699997,3514000
2013-05-02,252.929993,245.779999,3936200
2013-05-01,254.199997,245.75,4391400
2013-04-30,254.679993,248.559998,4248800
2013-04-29,257.01001,249.149994,7117000
2013-04-26,272.019989,252.809998,14030000
2013-04-25,275.799988,270.50,6116500
2013-04-24,271.470001,266.809998,1852800
2013-04-23,269.869995,264.50,2270600
2013-04-22,264.600006,258.029999,2119100
2013-04-19,262.880005,257.50,2602500
2013-04-18,266.98999,256.600006,3137600
2013-04-17,270.850006,264.25,3135100
2013-04-16,272.799988,268.059998,2137200
2013-04-15,275.119995,267.100006,3326000
2013-04-12,273.269989,267.019989,2866300
2013-04-11,270.970001,264.73999,3090500
2013-04-10,265.980011,259.320007,2322500
2013-04-09,262.609985,257.00,2156600
